Tier,Term,Fico,Loan.Amount,Channel,Member,Fixed.Rate
5,6,740-759,20000-29999,Affiliate,Member,0.04439
5,6,740-759,20000-29999,Affiliate,NonMember,0.04539
5,6,740-759,20000-29999,NonAffiliate,Member,0.04589
5,6,740-759,20000-29999,NonAffiliate,NonMember,0.04689
5,6,740-759,30000-39999,Affiliate,Member,0.04433
5,6,740-759,30000-39999,Affiliate,NonMember,0.04533
5,6,740-759,30000-39999,NonAffiliate,Member,0.04583
5,6,740-759,30000-39999,NonAffiliate,NonMember,0.04683
5,6,740-759,40000-49999,Affiliate,Member,0.04427
5,6,740-759,40000-49999,Affiliate,NonMember,0.04527
5,6,740-759,40000-49999,NonAffiliate,Member,0.04577
5,6,740-759,40000-49999,NonAffiliate,NonMember,0.04677
5,6,740-759,50000-59999,Affiliate,Member,0.04421
5,6,740-759,50000-59999,Affiliate,NonMember,0.04521
5,6,740-759,50000-59999,NonAffiliate,Member,0.04571
5,6,740-759,50000-59999,NonAffiliate,NonMember,0.04671
5,6,740-759,60000-69999,Affiliate,Member,0.04415
5,6,740-759,60000-69999,Affiliate,NonMember,0.04515
5,6,740-759,60000-69999,NonAffiliate,Member,0.04565
5,6,740-759,60000-69999,NonAffiliate,NonMember,0.04665
5,6,740-759,70000-79999,Affiliate,Member,0.04409
5,6,740-759,70000-79999,Affiliate,NonMember,0.04509
5,6,740-759,70000-79999,NonAffiliate,Member,0.04559
5,6,740-759,70000-79999,NonAffiliate,NonMember,0.04659
5,6,740-759,80000-89999,Affiliate,Member,0.04403
5,6,740-759,80000-89999,Affiliate,NonMember,0.04503
5,6,740-759,80000-89999,NonAffiliate,Member,0.04553
5,6,740-759,80000-89999,NonAffiliate,NonMember,0.04653
5,6,740-759,90000-100000,Affiliate,Member,0.04397
5,6,740-759,90000-100000,Affiliate,NonMember,0.04497
5,6,740-759,90000-100000,NonAffiliate,Member,0.04547
5,6,740-759,90000-100000,NonAffiliate,NonMember,0.04647
5,6,760-779,0-9999,Affiliate,Member,0.04275
5,6,760-779,0-9999,Affiliate,NonMember,0.04375
5,6,760-779,0-9999,NonAffiliate,Member,0.04425
5,6,760-779,0-9999,NonAffiliate,NonMember,0.04525
5,6,760-779,10000-19999,Affiliate,Member,0.04269
5,6,760-779,10000-19999,Affiliate,NonMember,0.04369
5,6,760-779,10000-19999,NonAffiliate,Member,0.04419
5,6,760-779,10000-19999,NonAffiliate,NonMember,0.04519
5,6,760-779,20000-29999,Affiliate,Member,0.04263
5,6,760-779,20000-29999,Affiliate,NonMember,0.04363
5,6,760-779,20000-29999,NonAffiliate,Member,0.04413
5,6,760-779,20000-29999,NonAffiliate,NonMember,0.04513
5,6,760-779,30000-39999,Affiliate,Member,0.04257
5,6,760-779,30000-39999,Affiliate,NonMember,0.04357
5,6,760-779,30000-39999,NonAffiliate,Member,0.04407
5,6,760-779,30000-39999,NonAffiliate,NonMember,0.04507
5,6,760-779,40000-49999,Affiliate,Member,0.04251
5,6,760-779,40000-49999,Affiliate,NonMember,0.04351
5,6,760-779,40000-49999,NonAffiliate,Member,0.04401
5,6,760-779,40000-49999,NonAffiliate,NonMember,0.04501
5,6,760-779,50000-59999,Affiliate,Member,0.04245
5,6,760-779,50000-59999,Affiliate,NonMember,0.04345
5,6,760-779,50000-59999,NonAffiliate,Member,0.04395
5,6,760-779,50000-59999,NonAffiliate,NonMember,0.04495
5,6,760-779,60000-69999,Affiliate,Member,0.04239
5,6,760-779,60000-69999,Affiliate,NonMember,0.04339
5,6,760-779,60000-69999,NonAffiliate,Member,0.04389
5,6,760-779,60000-69999,NonAffiliate,NonMember,0.04489
5,6,760-779,70000-79999,Affiliate,Member,0.04233
5,6,760-779,70000-79999,Affiliate,NonMember,0.04333
5,6,760-779,70000-79999,NonAffiliate,Member,0.04383
5,6,760-779,70000-79999,NonAffiliate,NonMember,0.04483
5,6,760-779,80000-89999,Affiliate,Member,0.04227
5,6,760-779,80000-89999,Affiliate,NonMember,0.04327
5,6,760-779,80000-89999,NonAffiliate,Member,0.04377
5,6,760-779,80000-89999,NonAffiliate,NonMember,0.04477
5,6,760-779,90000-100000,Affiliate,Member,0.04221
5,6,760-779,90000-100000,Affiliate,NonMember,0.04321
5,6,760-779,90000-100000,NonAffiliate,Member,0.04371
5,6,760-779,90000-100000,NonAffiliate,NonMember,0.04471
5,6,780-799,0-9999,Affiliate,Member,0.04099
5,6,780-799,0-9999,Affiliate,NonMember,0.04199
5,6,780-799,0-9999,NonAffiliate,Member,0.04249
5,6,780-799,0-9999,NonAffiliate,NonMember,0.04349
5,6,780-799,10000-19999,Affiliate,Member,0.04093
5,6,780-799,10000-19999,Affiliate,NonMember,0.04193
5,6,780-799,10000-19999,NonAffiliate,Member,0.04243
5,6,780-799,10000-19999,NonAffiliate,NonMember,0.04343
5,6,780-799,20000-29999,Affiliate,Member,0.04087
5,6,780-799,20000-29999,Affiliate,NonMember,0.04187
5,6,780-799,20000-29999,NonAffiliate,Member,0.04237
5,6,780-799,20000-29999,NonAffiliate,NonMember,0.04337
5,6,780-799,30000-39999,Affiliate,Member,0.04081
5,6,780-799,30000-39999,Affiliate,NonMember,0.04181
5,6,780-799,30000-39999,NonAffiliate,Member,0.04231
5,6,780-799,30000-39999,NonAffiliate,NonMember,0.04331
5,6,780-799,40000-49999,Affiliate,Member,0.04075
5,6,780-799,40000-49999,Affiliate,NonMember,0.04175
5,6,780-799,40000-49999,NonAffiliate,Member,0.04225
5,6,780-799,40000-49999,NonAffiliate,NonMember,0.04325
5,6,780-799,50000-59999,Affiliate,Member,0.04069
5,6,780-799,50000-59999,Affiliate,NonMember,0.04169
5,6,780-799,50000-59999,NonAffiliate,Member,0.04219
5,6,780-799,50000-59999,NonAffiliate,NonMember,0.04319
5,6,780-799,60000-69999,Affiliate,Member,0.04063
5,6,780-799,60000-69999,Affiliate,NonMember,0.04163
5,6,780-799,60000-69999,NonAffiliate,Member,0.04213
5,6,780-799,60000-69999,NonAffiliate,NonMember,0.04313
5,6,780-799,70000-79999,Affiliate,Member,0.04057
5,6,780-799,70000-79999,Affiliate,NonMember,0.04157
5,6,780-799,70000-79999,NonAffiliate,Member,0.04207
5,6,780-799,70000-79999,NonAffiliate,NonMember,0.04307
5,6,780-799,80000-89999,Affiliate,Member,0.04051
5,6,780-799,80000-89999,Affiliate,NonMember,0.04151
5,6,780-799,80000-89999,NonAffiliate,Member,0.04201
5,6,780-799,80000-89999,NonAffiliate,NonMember,0.04301
5,6,780-799,90000-100000,Affiliate,Member,0.04045
5,6,780-799,90000-100000,Affiliate,NonMember,0.04145
5,6,780-799,90000-100000,NonAffiliate,Member,0.04195
5,6,780-799,90000-100000,NonAffiliate,NonMember,0.04295
5,6,800-819,0-9999,Affiliate,Member,0.03923
5,6,800-819,0-9999,Affiliate,NonMember,0.04023
5,6,800-819,0-9999,NonAffiliate,Member,0.04073
5,6,800-819,0-9999,NonAffiliate,NonMember,0.04173
5,6,800-819,10000-19999,Affiliate,Member,0.03917
5,6,800-819,10000-19999,Affiliate,NonMember,0.04017
5,6,800-819,10000-19999,NonAffiliate,Member,0.04067
5,6,800-819,10000-19999,NonAffiliate,NonMember,0.04167
5,6,800-819,20000-29999,Affiliate,Member,0.03911
5,6,800-819,20000-29999,Affiliate,NonMember,0.04011
5,6,800-819,20000-29999,NonAffiliate,Member,0.04061
5,6,800-819,20000-29999,NonAffiliate,NonMember,0.04161
5,6,800-819,30000-39999,Affiliate,Member,0.03905
5,6,800-819,30000-39999,Affiliate,NonMember,0.04005
5,6,800-819,30000-39999,NonAffiliate,Member,0.04055
5,6,800-819,30000-39999,NonAffiliate,NonMember,0.04155
5,6,800-819,40000-49999,Affiliate,Member,0.03899
5,6,800-819,40000-49999,Affiliate,NonMember,0.03999
5,6,800-819,40000-49999,NonAffiliate,Member,0.04049
5,6,800-819,40000-49999,NonAffiliate,NonMember,0.04149
5,6,800-819,50000-59999,Affiliate,Member,0.03893
5,6,800-819,50000-59999,Affiliate,NonMember,0.03993
5,6,800-819,50000-59999,NonAffiliate,Member,0.04043
5,6,800-819,50000-59999,NonAffiliate,NonMember,0.04143
5,6,800-819,60000-69999,Affiliate,Member,0.03887
5,6,800-819,60000-69999,Affiliate,NonMember,0.03987
5,6,800-819,60000-69999,NonAffiliate,Member,0.04037
5,6,800-819,60000-69999,NonAffiliate,NonMember,0.04137
5,6,800-819,70000-79999,Affiliate,Member,0.03881
5,6,800-819,70000-79999,Affiliate,NonMember,0.03981
5,6,800-819,70000-79999,NonAffiliate,Member,0.04031
5,6,800-819,70000-79999,NonAffiliate,NonMember,0.04131
5,6,800-819,80000-89999,Affiliate,Member,0.03875
5,6,800-819,80000-89999,Affiliate,NonMember,0.03975
5,6,800-819,80000-89999,NonAffiliate,Member,0.04025
5,6,800-819,80000-89999,NonAffiliate,NonMember,0.04125
5,6,800-819,90000-100000,Affiliate,Member,0.03869
5,6,800-819,90000-100000,Affiliate,NonMember,0.03969
5,6,800-819,90000-100000,NonAffiliate,Member,0.04019
5,6,800-819,90000-100000,NonAffiliate,NonMember,0.04119
5,6,820-839,0-9999,Affiliate,Member,0.03747
5,6,820-839,0-9999,Affiliate,NonMember,0.03847
5,6,820-839,0-9999,NonAffiliate,Member,0.03897
5,6,820-839,0-9999,NonAffiliate,NonMember,0.03997
5,6,820-839,10000-19999,Affiliate,Member,0.03741
5,6,820-839,10000-19999,Affiliate,NonMember,0.03841
5,6,820-839,10000-19999,NonAffiliate,Member,0.03891
5,6,820-839,10000-19999,NonAffiliate,NonMember,0.03991
5,6,820-839,20000-29999,Affiliate,Member,0.03735
5,6,820-839,20000-29999,Affiliate,NonMember,0.03835
5,6,820-839,20000-29999,NonAffiliate,Member,0.03885
5,6,820-839,20000-29999,NonAffiliate,NonMember,0.03985
5,6,820-839,30000-39999,Affiliate,Member,0.03729
5,6,820-839,30000-39999,Affiliate,NonMember,0.03829
5,6,820-839,30000-39999,NonAffiliate,Member,0.03879
5,6,820-839,30000-39999,NonAffiliate,NonMember,0.03979
5,6,820-839,40000-49999,Affiliate,Member,0.03723
5,6,820-839,40000-49999,Affiliate,NonMember,0.03823
5,6,820-839,40000-49999,NonAffiliate,Member,0.03873
5,6,820-839,40000-49999,NonAffiliate,NonMember,0.03973
5,6,820-839,50000-59999,Affiliate,Member,0.03717
5,6,820-839,50000-59999,Affiliate,NonMember,0.03817
5,6,820-839,50000-59999,NonAffiliate,Member,0.03867
5,6,820-839,50000-59999,NonAffiliate,NonMember,0.03967
5,6,820-839,60000-69999,Affiliate,Member,0.03711
5,6,820-839,60000-69999,Affiliate,NonMember,0.03811
5,6,820-839,60000-69999,NonAffiliate,Member,0.03861
5,6,820-839,60000-69999,NonAffiliate,NonMember,0.03961
5,6,820-839,70000-79999,Affiliate,Member,0.03705
5,6,820-839,70000-79999,Affiliate,NonMember,0.03805
5,6,820-839,70000-79999,NonAffiliate,Member,0.03855
5,6,820-839,70000-79999,NonAffiliate,NonMember,0.03955
5,6,820-839,80000-89999,Affiliate,Member,0.03699
5,6,820-839,80000-89999,Affiliate,NonMember,0.03799
5,6,820-839,80000-89999,NonAffiliate,Member,0.03849
5,6,820-839,80000-89999,NonAffiliate,NonMember,0.03949
5,6,820-839,90000-100000,Affiliate,Member,0.03693
5,6,820-839,90000-100000,Affiliate,NonMember,0.03793
5,6,820-839,90000-100000,NonAffiliate,Member,0.03843
5,6,820-839,90000-100000,NonAffiliate,NonMember,0.03943
5,6,840-850,0-9999,Affiliate,Member,0.03611
5,6,840-850,0-9999,Affiliate,NonMember,0.03711
5,6,840-850,0-9999,NonAffiliate,Member,0.03761
5,6,840-850,0-9999,NonAffiliate,NonMember,0.03861
5,6,840-850,10000-19999,Affiliate,Member,0.03605
5,6,840-850,10000-19999,Affiliate,NonMember,0.03705
5,6,840-850,10000-19999,NonAffiliate,Member,0.03755
5,6,840-850,10000-19999,NonAffiliate,NonMember,0.03855
5,6,840-850,20000-29999,Affiliate,Member,0.03599
5,6,840-850,20000-29999,Affiliate,NonMember,0.03699
5,6,840-850,20000-29999,NonAffiliate,Member,0.03749
5,6,840-850,20000-29999,NonAffiliate,NonMember,0.03849
5,6,840-850,30000-39999,Affiliate,Member,0.03593
5,6,840-850,30000-39999,Affiliate,NonMember,0.03693
5,6,840-850,30000-39999,NonAffiliate,Member,0.03743
5,6,840-850,30000-39999,NonAffiliate,NonMember,0.03843
5,6,840-850,40000-49999,Affiliate,Member,0.03587
5,6,840-850,40000-49999,Affiliate,NonMember,0.03687
5,6,840-850,40000-49999,NonAffiliate,Member,0.03737
5,6,840-850,40000-49999,NonAffiliate,NonMember,0.03837
5,6,840-850,50000-59999,Affiliate,Member,0.03581
5,6,840-850,50000-59999,Affiliate,NonMember,0.03681
5,6,840-850,50000-59999,NonAffiliate,Member,0.03731
5,6,840-850,50000-59999,NonAffiliate,NonMember,0.03831
5,6,840-850,60000-69999,Affiliate,Member,0.03575
5,6,840-850,60000-69999,Affiliate,NonMember,0.03675
5,6,840-850,60000-69999,NonAffiliate,Member,0.03725
5,6,840-850,60000-69999,NonAffiliate,NonMember,0.03825
5,6,840-850,70000-79999,Affiliate,Member,0.03569
5,6,840-850,70000-79999,Affiliate,NonMember,0.03669
5,6,840-850,70000-79999,NonAffiliate,Member,0.03719
5,6,840-850,70000-79999,NonAffiliate,NonMember,0.03819
5,6,840-850,80000-89999,Affiliate,Member,0.03563
5,6,840-850,80000-89999,Affiliate,NonMember,0.03663
5,6,840-850,80000-89999,NonAffiliate,Member,0.03713
5,6,840-850,80000-89999,NonAffiliate,NonMember,0.03813
5,6,840-850,90000-100000,Affiliate,Member,0.03557
5,6,840-850,90000-100000,Affiliate,NonMember,0.03657
5,6,840-850,90000-100000,NonAffiliate,Member,0.03707
5,6,840-850,90000-100000,NonAffiliate,NonMember,0.03807
5,7,600-619,0-9999,Affiliate,Member,0.05803
5,7,600-619,0-9999,Affiliate,NonMember,0.05903
5,7,600-619,0-9999,NonAffiliate,Member,0.05953
5,7,600-619,0-9999,NonAffiliate,NonMember,0.06053
5,7,600-619,10000-19999,Affiliate,Member,0.05797
5,7,600-619,10000-19999,Affiliate,NonMember,0.05897
5,7,600-619,10000-19999,NonAffiliate,Member,0.05947
5,7,600-619,10000-19999,NonAffiliate,NonMember,0.06047
5,7,600-619,20000-29999,Affiliate,Member,0.05791
5,7,600-619,20000-29999,Affiliate,NonMember,0.05891
5,7,600-619,20000-29999,NonAffiliate,Member,0.05941
5,7,600-619,20000-29999,NonAffiliate,NonMember,0.06041
5,7,600-619,30000-39999,Affiliate,Member,0.05785
5,7,600-619,30000-39999,Affiliate,NonMember,0.05885
5,7,600-619,30000-39999,NonAffiliate,Member,0.05935
5,7,600-619,30000-39999,NonAffiliate,NonMember,0.06035
5,7,600-619,40000-49999,Affiliate,Member,0.05779
5,7,600-619,40000-49999,Affiliate,NonMember,0.05879
5,7,600-619,40000-49999,NonAffiliate,Member,0.05929
5,7,600-619,40000-49999,NonAffiliate,NonMember,0.06029
5,7,600-619,50000-59999,Affiliate,Member,0.05773
5,7,600-619,50000-59999,Affiliate,NonMember,0.05873
5,7,600-619,50000-59999,NonAffiliate,Member,0.05923
5,7,600-619,50000-59999,NonAffiliate,NonMember,0.06023
5,7,600-619,60000-69999,Affiliate,Member,0.05767
5,7,600-619,60000-69999,Affiliate,NonMember,0.05867
5,7,600-619,60000-69999,NonAffiliate,Member,0.05917
5,7,600-619,60000-69999,NonAffiliate,NonMember,0.06017
5,7,600-619,70000-79999,Affiliate,Member,0.05761
5,7,600-619,70000-79999,Affiliate,NonMember,0.05861
5,7,600-619,70000-79999,NonAffiliate,Member,0.05911
5,7,600-619,70000-79999,NonAffiliate,NonMember,0.06011
5,7,600-619,80000-89999,Affiliate,Member,0.05755
5,7,600-619,80000-89999,Affiliate,NonMember,0.05855
5,7,600-619,80000-89999,NonAffiliate,Member,0.05905
5,7,600-619,80000-89999,NonAffiliate,NonMember,0.06005
5,7,600-619,90000-100000,Affiliate,Member,0.05749
5,7,600-619,90000-100000,Affiliate,NonMember,0.05849
5,7,600-619,90000-100000,NonAffiliate,Member,0.05899
5,7,600-619,90000-100000,NonAffiliate,NonMember,0.05999
5,7,620-639,0-9999,Affiliate,Member,0.05627
5,7,620-639,0-9999,Affiliate,NonMember,0.05727
5,7,620-639,0-9999,NonAffiliate,Member,0.05777
5,7,620-639,0-9999,NonAffiliate,NonMember,0.05877
5,7,620-639,10000-19999,Affiliate,Member,0.05621
5,7,620-639,10000-19999,Affiliate,NonMember,0.05721
5,7,620-639,10000-19999,NonAffiliate,Member,0.05771
5,7,620-639,10000-19999,NonAffiliate,NonMember,0.05871
5,7,620-639,20000-29999,Affiliate,Member,0.05615
5,7,620-639,20000-29999,Affiliate,NonMember,0.05715
5,7,620-639,20000-29999,NonAffiliate,Member,0.05765
5,7,620-639,20000-29999,NonAffiliate,NonMember,0.05865
5,7,620-639,30000-39999,Affiliate,Member,0.05609
5,7,620-639,30000-39999,Affiliate,NonMember,0.05709
5,7,620-639,30000-39999,NonAffiliate,Member,0.05759
5,7,620-639,30000-39999,NonAffiliate,NonMember,0.05859
5,7,620-639,40000-49999,Affiliate,Member,0.05603
5,7,620-639,40000-49999,Affiliate,NonMember,0.05703
5,7,620-639,40000-49999,NonAffiliate,Member,0.05753
5,7,620-639,40000-49999,NonAffiliate,NonMember,0.05853
5,7,620-639,50000-59999,Affiliate,Member,0.05597
5,7,620-639,50000-59999,Affiliate,NonMember,0.05697
5,7,620-639,50000-59999,NonAffiliate,Member,0.05747
5,7,620-639,50000-59999,NonAffiliate,NonMember,0.05847
5,7,620-639,60000-69999,Affiliate,Member,0.05591
5,7,620-639,60000-69999,Affiliate,NonMember,0.05691
5,7,620-639,60000-69999,NonAffiliate,Member,0.05741
5,7,620-639,60000-69999,NonAffiliate,NonMember,0.05841
5,7,620-639,70000-79999,Affiliate,Member,0.05585
5,7,620-639,70000-79999,Affiliate,NonMember,0.05685
5,7,620-639,70000-79999,NonAffiliate,Member,0.05735
5,7,620-639,70000-79999,NonAffiliate,NonMember,0.05835
5,7,620-639,80000-89999,Affiliate,Member,0.05579
5,7,620-639,80000-89999,Affiliate,NonMember,0.05679
5,7,620-639,80000-89999,NonAffiliate,Member,0.05729
5,7,620-639,80000-89999,NonAffiliate,NonMember,0.05829
5,7,620-639,90000-100000,Affiliate,Member,0.05573
5,7,620-639,90000-100000,Affiliate,NonMember,0.05673
5,7,620-639,90000-100000,NonAffiliate,Member,0.05723
5,7,620-639,90000-100000,NonAffiliate,NonMember,0.05823
5,7,640-659,0-9999,Affiliate,Member,0.05451
5,7,640-659,0-9999,Affiliate,NonMember,0.05551
5,7,640-659,0-9999,NonAffiliate,Member,0.05601
5,7,640-659,0-9999,NonAffiliate,NonMember,0.05701
5,7,640-659,10000-19999,Affiliate,Member,0.05445
5,7,640-659,10000-19999,Affiliate,NonMember,0.05545
5,7,640-659,10000-19999,NonAffiliate,Member,0.05595
5,7,640-659,10000-19999,NonAffiliate,NonMember,0.05695
5,7,640-659,20000-29999,Affiliate,Member,0.05439
5,7,640-659,20000-29999,Affiliate,NonMember,0.05539
5,7,640-659,20000-29999,NonAffiliate,Member,0.05589
5,7,640-659,20000-29999,NonAffiliate,NonMember,0.05689
5,7,640-659,30000-39999,Affiliate,Member,0.05433
5,7,640-659,30000-39999,Affiliate,NonMember,0.05533
5,7,640-659,30000-39999,NonAffiliate,Member,0.05583
5,7,640-659,30000-39999,NonAffiliate,NonMember,0.05683
5,7,640-659,40000-49999,Affiliate,Member,0.05427
5,7,640-659,40000-49999,Affiliate,NonMember,0.05527
5,7,640-659,40000-49999,NonAffiliate,Member,0.05577
5,7,640-659,40000-49999,NonAffiliate,NonMember,0.05677
5,7,640-659,50000-59999,Affiliate,Member,0.05421
5,7,640-659,50000-59999,Affiliate,NonMember,0.05521
5,7,640-659,50000-59999,NonAffiliate,Member,0.05571
5,7,640-659,50000-59999,NonAffiliate,NonMember,0.05671
5,7,640-659,60000-69999,Affiliate,Member,0.05415
5,7,640-659,60000-69999,Affiliate,NonMember,0.05515
5,7,640-659,60000-69999,NonAffiliate,Member,0.05565
5,7,640-659,60000-69999,NonAffiliate,NonMember,0.05665
5,7,640-659,70000-79999,Affiliate,Member,0.05409
5,7,640-659,70000-79999,Affiliate,NonMember,0.05509
5,7,640-659,70000-79999,NonAffiliate,Member,0.05559
5,7,640-659,70000-79999,NonAffiliate,NonMember,0.05659
5,7,640-659,80000-89999,Affiliate,Member,0.05403
5,7,640-659,80000-89999,Affiliate,NonMember,0.05503
5,7,640-659,80000-89999,NonAffiliate,Member,0.05553
5,7,640-659,80000-89999,NonAffiliate,NonMember,0.05653
5,7,640-659,90000-100000,Affiliate,Member,0.05397
5,7,640-659,90000-100000,Affiliate,NonMember,0.05497
5,7,640-659,90000-100000,NonAffiliate,Member,0.05547
5,7,640-659,90000-100000,NonAffiliate,NonMember,0.05647
5,7,660-679,0-9999,Affiliate,Member,0.05275
5,7,660-679,0-9999,Affiliate,NonMember,0.05375
5,7,660-679,0-9999,NonAffiliate,Member,0.05425
5,7,660-679,0-9999,NonAffiliate,NonMember,0.05525
5,7,660-679,10000-19999,Affiliate,Member,0.05269
5,7,660-679,10000-19999,Affiliate,NonMember,0.05369
5,7,660-679,10000-19999,NonAffiliate,Member,0.05419
5,7,660-679,10000-19999,NonAffiliate,NonMember,0.05519
5,7,660-679,20000-29999,Affiliate,Member,0.05263
5,7,660-679,20000-29999,Affiliate,NonMember,0.05363
5,7,660-679,20000-29999,NonAffiliate,Member,0.05413
5,7,660-679,20000-29999,NonAffiliate,NonMember,0.05513
5,7,660-679,30000-39999,Affiliate,Member,0.05257
5,7,660-679,30000-39999,Affiliate,NonMember,0.05357
5,7,660-679,30000-39999,NonAffiliate,Member,0.05407
5,7,660-679,30000-39999,NonAffiliate,NonMember,0.05507
5,7,660-679,40000-49999,Affiliate,Member,0.05251
5,7,660-679,40000-49999,Affiliate,NonMember,0.05351
5,7,660-679,40000-49999,NonAffiliate,Member,0.05401
5,7,660-679,40000-49999,NonAffiliate,NonMember,0.05501
5,7,660-679,50000-59999,Affiliate,Member,0.05245
5,7,660-679,50000-59999,Affiliate,NonMember,0.05345
5,7,660-679,50000-59999,NonAffiliate,Member,0.05395
5,7,660-679,50000-59999,NonAffiliate,NonMember,0.05495
5,7,660-679,60000-69999,Affiliate,Member,0.05239
5,7,660-679,60000-69999,Affiliate,NonMember,0.05339
5,7,660-679,60000-69999,NonAffiliate,Member,0.05389
5,7,660-679,60000-69999,NonAffiliate,NonMember,0.05489
5,7,660-679,70000-79999,Affiliate,Member,0.05233
5,7,660-679,70000-79999,Affiliate,NonMember,0.05333
5,7,660-679,70000-79999,NonAffiliate,Member,0.05383
5,7,660-679,70000-79999,NonAffiliate,NonMember,0.05483
5,7,660-679,80000-89999,Affiliate,Member,0.05227
5,7,660-679,80000-89999,Affiliate,NonMember,0.05327
5,7,660-679,80000-89999,NonAffiliate,Member,0.05377
5,7,660-679,80000-89999,NonAffiliate,NonMember,0.05477
5,7,660-679,90000-100000,Affiliate,Member,0.05221
5,7,660-679,90000-100000,Affiliate,NonMember,0.05321
5,7,660-679,90000-100000,NonAffiliate,Member,0.05371
5,7,660-679,90000-100000,NonAffiliate,NonMember,0.05471
5,7,680-699,0-9999,Affiliate,Member,0.05099
5,7,680-699,0-9999,Affiliate,NonMember,0.05199
5,7,680-699,0-9999,NonAffiliate,Member,0.05249
5,7,680-699,0-9999,NonAffiliate,NonMember,0.05349
5,7,680-699,10000-19999,Affiliate,Member,0.05093
5,7,680-699,10000-19999,Affiliate,NonMember,0.05193
5,7,680-699,10000-19999,NonAffiliate,Member,0.05243
5,7,680-699,10000-19999,NonAffiliate,NonMember,0.05343
5,7,680-699,20000-29999,Affiliate,Member,0.05087
5,7,680-699,20000-29999,Affiliate,NonMember,0.05187
5,7,680-699,20000-29999,NonAffiliate,Member,0.05237
5,7,680-699,20000-29999,NonAffiliate,NonMember,0.05337
5,7,680-699,30000-39999,Affiliate,Member,0.05081
5,7,680-699,30000-39999,Affiliate,NonMember,0.05181
5,7,680-699,30000-39999,NonAffiliate,Member,0.05231
5,7,680-699,30000-39999,NonAffiliate,NonMember,0.05331
5,7,680-699,40000-49999,Affiliate,Member,0.05075
5,7,680-699,40000-49999,Affiliate,NonMember,0.05175
5,7,680-699,40000-49999,NonAffiliate,Member,0.05225
5,7,680-699,40000-49999,NonAffiliate,NonMember,0.05325
5,7,680-699,50000-59999,Affiliate,Member,0.05069
5,7,680-699,50000-59999,Affiliate,NonMember,0.05169
5,7,680-699,50000-59999,NonAffiliate,Member,0.05219
5,7,680-699,50000-59999,NonAffiliate,NonMember,0.05319
5,7,680-699,60000-69999,Affiliate,Member,0.05063
5,7,680-699,60000-69999,Affiliate,NonMember,0.05163
5,7,680-699,60000-69999,NonAffiliate,Member,0.05213
5,7,680-699,60000-69999,NonAffiliate,NonMember,0.05313
5,7,680-699,70000-79999,Affiliate,Member,0.05057
5,7,680-699,70000-79999,Affiliate,NonMember,0.05157
5,7,680-699,70000-79999,NonAffiliate,Member,0.05207
5,7,680-699,70000-79999,NonAffiliate,NonMember,0.05307
5,7,680-699,80000-89999,Affiliate,Member,0.05051
5,7,680-699,80000-89999,Affiliate,NonMember,0.05151
5,7,680-699,80000-89999,NonAffiliate,Member,0.05201
5,7,680-699,80000-89999,NonAffiliate,NonMember,0.05301
5,7,680-699,90000-100000,Affiliate,Member,0.05045
5,7,680-699,90000-100000,Affiliate,NonMember,0.05145
5,7,680-699,90000-100000,NonAffiliate,Member,0.05195
5,7,680-699,90000-100000,NonAffiliate,NonMember,0.05295
5,7,700-719,0-9999,Affiliate,Member,0.04923
5,7,700-719,0-9999,Affiliate,NonMember,0.05023
5,7,700-719,0-9999,NonAffiliate,Member,0.05073
5,7,700-719,0-9999,NonAffiliate,NonMember,0.05173
5,7,700-719,10000-19999,Affiliate,Member,0.04917
5,7,700-719,10000-19999,Affiliate,NonMember,0.05017
5,7,700-719,10000-19999,NonAffiliate,Member,0.05067
5,7,700-719,10000-19999,NonAffiliate,NonMember,0.05167
5,7,700-719,20000-29999,Affiliate,Member,0.04911
5,7,700-719,20000-29999,Affiliate,NonMember,0.05011
5,7,700-719,20000-29999,NonAffiliate,Member,0.05061
5,7,700-719,20000-29999,NonAffiliate,NonMember,0.05161
5,7,700-719,30000-39999,Affiliate,Member,0.04905
5,7,700-719,30000-39999,Affiliate,NonMember,0.05005
5,7,700-719,30000-39999,NonAffiliate,Member,0.05055
5,7,700-719,30000-39999,NonAffiliate,NonMember,0.05155
5,7,700-719,40000-49999,Affiliate,Member,0.04899
5,7,700-719,40000-49999,Affiliate,NonMember,0.04999
5,7,700-719,40000-49999,NonAffiliate,Member,0.05049
5,7,700-719,40000-49999,NonAffiliate,NonMember,0.05149
5,7,700-719,50000-59999,Affiliate,Member,0.04893
5,7,700-719,50000-59999,Affiliate,NonMember,0.04993
5,7,700-719,50000-59999,NonAffiliate,Member,0.05043
5,7,700-719,50000-59999,NonAffiliate,NonMember,0.05143
5,7,700-719,60000-69999,Affiliate,Member,0.04887
5,7,700-719,60000-69999,Affiliate,NonMember,0.04987
5,7,700-719,60000-69999,NonAffiliate,Member,0.05037
5,7,700-719,60000-69999,NonAffiliate,NonMember,0.05137
5,7,700-719,70000-79999,Affiliate,Member,0.04881
5,7,700-719,70000-79999,Affiliate,NonMember,0.04981
5,7,700-719,70000-79999,NonAffiliate,Member,0.05031
5,7,700-719,70000-79999,NonAffiliate,NonMember,0.05131
5,7,700-719,80000-89999,Affiliate,Member,0.04875
5,7,700-719,80000-89999,Affiliate,NonMember,0.04975
5,7,700-719,80000-89999,NonAffiliate,Member,0.05025
