Tier,Income,Term,Loan Purpose,FICO,Member,Affiliate Channel,Grid Assigned,Loan Amount,Rate Selected,WAC,Approved,Declined,Conversion Rate,Converted,Doc Upload,DS to Signed (days)
8,45879,5,Medical,634,NonMember,NonAffiliate,AB,25034,0.05785,0.05785,1,0,0.450,0,1,
6,41941,7,Auto,652,Member,Affiliate,AG,35657,0.05533,0.05533,1,0,0.500,0,1,
8,41528,4,Medical,608,Member,NonAffiliate,AF,20534,0.05831,0.05831,0,1,0.000,0,0,
4,51472,7,Auto,707,NonMember,NonAffiliate,AD,19567,0.05037,0.05037,1,0,0.450,1,1,6
5,63987,3,MajorPurchase,750,Member,Affiliate,AD,26406,0.04049,0.04049,0,1,0.000,0,0,
8,38471,7,HomeImprovement,652,Member,Affiliate,AF,33784,0.05683,0.05683,0,1,0.000,0,0,
10,33047,5,Medical,622,NonMember,NonAffiliate,AH,21076,0.06165,0.06165,0,1,0.000,0,0,
3,83350,5,Medical,783,Member,NonAffiliate,AH,29543,0.03957,0.03957,1,0,0.550,0,0,
9,41679,4,Auto,626,Member,NonAffiliate,AD,14734,0.05781,0.05781,0,1,0.000,0,0,
10,45367,3,Auto,633,Member,NonAffiliate,AC,32997,0.05699,0.05699,0,1,0.000,0,0,
6,61023,5,DebtConsolidation,711,NonMember,NonAffiliate,AE,23800,0.04801,0.04801,0,1,0.000,0,0,
2,90210,5,HomeImprovement,810,Member,NonAffiliate,AE,43109,0.03409,0.03409,1,0,0.550,1,1,9
9,50770,2,DebtConsolidation,633,NonMember,NonAffiliate,AD,26379,0.05635,0.05635,1,0,0.450,1,1,7
10,29465,3,HomeImprovement,610,NonMember,NonAffiliate,AI,13268,0.06147,0.06147,1,0,0.450,0,1,
3,79271,2,Auto,792,NonMember,Affiliate,AB,40004,0.03355,0.03355,1,0,0.400,0,1,
2,79559,5,Auto,824,Member,NonAffiliate,AA,39619,0.03269,0.03269,1,0,0.550,0,1,
4,59387,6,Medical,737,Member,NonAffiliate,AB,34377,0.04519,0.04519,0,1,0.000,0,0,
2,87298,3,DebtConsolidation,840,Member,NonAffiliate,AB,36319,0.03200,0.03200,1,0,0.550,0,1,
3,64367,3,HomeImprovement,756,Member,Affiliate,AE,38621,0.03653,0.03653,1,0,0.500,0,1,
6,49697,5,MajorPurchase,641,NonMember,Affiliate,AC,31403,0.05313,0.05313,0,1,0.000,0,0,
2,93668,3,Medical,847,Member,NonAffiliate,AC,51442,0.03200,0.03200,1,0,0.550,1,0,5
2,87466,4,Auto,820,NonMember,NonAffiliate,AG,35757,0.03439,0.03439,1,0,0.450,1,1,9
7,54841,4,MajorPurchase,660,NonMember,NonAffiliate,AE,26772,0.05133,0.05133,0,1,0.000,0,0,
2,80776,5,MajorPurchase,795,Member,NonAffiliate,AD,39019,0.03781,0.03781,1,0,0.550,1,0,4
2,78497,2,Auto,775,Member,Affiliate,AH,47115,0.03511,0.03511,1,0,0.500,0,1,
8,32864,6,MajorPurchase,609,NonMember,NonAffiliate,AB,22265,0.06081,0.06081,0,1,0.000,0,0,
7,48635,7,Medical,658,Member,Affiliate,AE,13200,0.05425,0.05425,0,1,0.000,0,0,
7,47479,4,Medical,671,Member,Affiliate,AH,32988,0.05137,0.05137,1,0,0.500,1,0,1
10,31150,4,Medical,604,Member,Affiliate,AH,13298,0.05977,0.05977,0,1,0.000,0,0,
2,98443,6,DebtConsolidation,850,NonMember,Affiliate,AB,59420,0.03241,0.03241,1,0,0.400,0,0,
1,95269,6,MajorPurchase,842,NonMember,NonAffiliate,AD,53498,0.03401,0.03401,1,0,0.450,0,1,
9,41685,3,MajorPurchase,604,NonMember,NonAffiliate,AC,29110,0.05881,0.05881,1,0,0.450,1,0,1
1,91864,5,HomeImprovement,826,Member,Affiliate,AC,37214,0.03200,0.03200,1,0,0.500,1,0,2
1,90003,5,DebtConsolidation,809,Member,NonAffiliate,AA,37604,0.03345,0.03345,1,0,0.550,0,0,
3,72606,5,DebtConsolidation,735,Member,Affiliate,AH,37821,0.04329,0.04329,1,0,0.500,0,0,
6,57763,3,MajorPurchase,686,NonMember,Affiliate,AD,19501,0.04783,0.04783,0,1,0.000,0,0,
10,45861,7,Auto,618,NonMember,NonAffiliate,AG,14535,0.06547,0.06547,0,1,0.000,0,0,
6,53895,4,HomeImprovement,709,NonMember,Affiliate,AC,43009,0.04659,0.04659,0,1,0.000,0,0,
4,75594,5,HomeImprovement,778,Member,NonAffiliate,AA,36576,0.03997,0.03997,1,0,0.550,0,1,
1,85616,5,HomeImprovement,844,Member,NonAffiliate,AA,37564,0.03200,0.03200,1,0,0.550,1,0,1
4,77064,6,Medical,797,Member,Affiliate,AA,39737,0.03791,0.03791,1,0,0.500,1,1,9
7,60865,4,DebtConsolidation,670,Member,NonAffiliate,AF,37826,0.05197,0.05197,1,0,0.550,0,0,
4,84877,4,DebtConsolidation,783,NonMember,Affiliate,AH,35975,0.03881,0.03881,1,0,0.400,1,1,3
4,57690,5,HomeImprovement,715,Member,NonAffiliate,AA,24824,0.04531,0.04531,0,1,0.000,0,0,
2,83107,3,DebtConsolidation,773,NonMember,NonAffiliate,AG,46592,0.03841,0.03841,1,0,0.450,0,1,
4,76179,4,Auto,739,NonMember,Affiliate,AH,31322,0.04409,0.04409,0,1,0.000,0,0,
2,85443,4,MajorPurchase,805,NonMember,NonAffiliate,AC,32800,0.03535,0.03535,1,0,0.450,1,1,8
6,59430,4,Medical,698,NonMember,NonAffiliate,AB,38866,0.04931,0.04931,1,0,0.450,0,1,
1,93828,4,Medical,845,NonMember,NonAffiliate,AA,39499,0.03200,0.03200,1,0,0.450,1,0,5
1,78997,3,DebtConsolidation,831,Member,NonAffiliate,AF,37211,0.03200,0.03200,1,0,0.550,0,0,
10,37180,4,MajorPurchase,605,NonMember,Affiliate,AC,9781,0.05963,0.05963,1,0,0.400,0,1,
8,38077,7,Auto,642,NonMember,NonAffiliate,AF,22826,0.05939,0.05939,0,1,0.000,0,0,
7,53224,7,DebtConsolidation,679,Member,NonAffiliate,AB,36287,0.05467,0.05467,0,1,0.000,0,0,
5,69062,5,MajorPurchase,726,Member,NonAffiliate,AE,26632,0.04425,0.04425,1,0,0.550,1,0,10
7,52939,3,HomeImprovement,670,NonMember,NonAffiliate,AC,20382,0.05153,0.05153,0,1,0.000,0,0,
3,84542,3,Auto,779,Member,NonAffiliate,AH,34410,0.03887,0.03887,0,1,0.000,0,0,
2,82051,2,Auto,778,NonMember,Affiliate,AA,35821,0.03387,0.03387,0,1,0.000,0,0,
8,40735,7,Medical,630,NonMember,Affiliate,AG,30491,0.06009,0.06009,0,1,0.000,0,0,
3,66141,3,HomeImprovement,722,Member,Affiliate,AB,43926,0.03903,0.03903,1,0,0.500,1,1,6
6,59758,4,DebtConsolidation,680,NonMember,Affiliate,AI,22601,0.05007,0.05007,0,1,0.000,0,0,
3,72898,5,MajorPurchase,774,Member,Affiliate,AH,33691,0.03977,0.03977,0,1,0.000,0,0,
2,82439,6,MajorPurchase,810,Member,NonAffiliate,AE,35216,0.03535,0.03535,1,0,0.550,1,0,8
1,86267,6,Medical,825,Member,Affiliate,AD,34305,0.03299,0.03299,1,0,0.500,0,1,
1,83615,4,MajorPurchase,803,NonMember,Affiliate,AG,50708,0.03353,0.03353,1,0,0.400,0,1,
1,82748,4,MajorPurchase,823,Member,NonAffiliate,AG,37279,0.03239,0.03239,1,0,0.550,0,0,
5,62288,5,HomeImprovement,710,NonMember,Affiliate,AF,32304,0.04715,0.04715,1,0,0.400,0,1,
9,42950,5,Auto,601,NonMember,NonAffiliate,AI,8697,0.06293,0.06293,0,1,0.000,0,0,
4,64722,4,Auto,701,NonMember,Affiliate,AH,32261,0.04585,0.04585,0,1,0.000,0,0,
4,73276,7,DebtConsolidation,796,Member,Affiliate,AG,53262,0.04089,0.04089,0,1,0.000,0,0,
2,91908,7,Medical,820,NonMember,NonAffiliate,AB,37709,0.03659,0.03659,0,1,0.000,0,0,
1,98524,2,HomeImprovement,836,Member,Affiliate,AC,48324,0.03200,0.03200,1,0,0.500,0,0,
2,90014,6,DebtConsolidation,836,Member,NonAffiliate,AF,48191,0.03523,0.03523,1,0,0.550,0,1,
10,41482,5,Auto,619,Member,Affiliate,AE,14368,0.05837,0.05837,0,1,0.000,0,0,
5,69854,6,Auto,756,NonMember,NonAffiliate,AC,45402,0.04597,0.04597,1,0,0.450,0,1,
4,71999,3,HomeImprovement,728,Member,NonAffiliate,AD,22534,0.04275,0.04275,1,0,0.550,1,1,2
7,50028,4,MajorPurchase,660,Member,NonAffiliate,AE,25809,0.05033,0.05033,0,1,0.000,0,0,
7,46322,5,Medical,679,Member,Affiliate,AH,26052,0.05263,0.05263,0,1,0.000,0,0,
7,39529,2,Medical,655,NonMember,NonAffiliate,AA,30810,0.05093,0.05093,0,1,0.000,0,0,
3,56572,2,Auto,732,NonMember,NonAffiliate,AG,28044,0.04185,0.04185,0,1,0.000,0,0,
1,91696,6,HomeImprovement,824,Member,NonAffiliate,AA,37739,0.03289,0.03289,1,0,0.550,0,1,
8,53136,4,Auto,640,Member,Affiliate,AG,21494,0.05379,0.05379,0,1,0.000,0,0,
4,51638,7,Medical,710,Member,NonAffiliate,AI,27750,0.05041,0.05041,0,1,0.000,0,0,
3,72309,4,MajorPurchase,728,NonMember,Affiliate,AA,39346,0.04079,0.04079,1,0,0.400,0,0,
2,90798,3,HomeImprovement,825,NonMember,Affiliate,AE,47728,0.03200,0.03200,1,0,0.400,1,1,10
8,53242,4,Auto,659,Member,Affiliate,AE,30410,0.05153,0.05153,1,0,0.500,1,1,8
9,31734,4,HomeImprovement,618,Member,NonAffiliate,AG,30787,0.05975,0.05975,0,1,0.000,0,0,
5,57239,7,Auto,683,Member,NonAffiliate,AD,30090,0.05201,0.05201,0,1,0.000,0,0,
4,65374,2,HomeImprovement,735,Member,NonAffiliate,AG,27095,0.04185,0.04185,1,0,0.550,1,1,5
3,83652,2,Auto,789,Member,NonAffiliate,AG,50941,0.03539,0.03539,1,0,0.550,1,0,6
6,53501,4,MajorPurchase,685,NonMember,Affiliate,AI,34522,0.05001,0.05001,0,1,0.000,0,0,
4,79853,7,Auto,791,Member,NonAffiliate,AE,48307,0.04025,0.04025,1,0,0.550,0,1,
6,54514,2,Medical,716,NonMember,Affiliate,AA,41992,0.04309,0.04309,0,1,0.000,0,0,
6,59698,5,MajorPurchase,673,Member,NonAffiliate,AA,26335,0.05083,0.05083,1,0,0.550,0,0,
5,69329,3,MajorPurchase,752,Member,Affiliate,AH,37551,0.04113,0.04113,1,0,0.500,0,0,
4,65584,6,Medical,748,NonMember,NonAffiliate,AE,36930,0.04363,0.04363,0,1,0.000,0,0,
6,42833,6,HomeImprovement,655,Member,NonAffiliate,AI,13463,0.05655,0.05655,0,1,0.000,0,0,
2,82313,6,Medical,790,NonMember,NonAffiliate,AF,31871,0.03981,0.03981,0,1,0.000,0,0,
7,54743,5,Medical,656,NonMember,NonAffiliate,AF,29928,0.05599,0.05599,1,0,0.450,0,1,
3,61272,4,HomeImprovement,755,Member,NonAffiliate,AH,32989,0.04183,0.04183,1,0,0.550,0,1,
4,75946,5,MajorPurchase,767,NonMember,NonAffiliate,AH,34847,0.04327,0.04327,1,0,0.450,1,1,2
5,53198,6,DebtConsolidation,697,NonMember,Affiliate,AD,29871,0.05037,0.05037,1,0,0.400,1,1,4
6,64730,2,HomeImprovement,719,NonMember,NonAffiliate,AI,36406,0.04735,0.04735,0,1,0.000,0,0,
3,76811,7,Auto,792,NonMember,Affiliate,AE,32740,0.03881,0.03881,1,0,0.400,1,0,6
9,47098,4,Auto,627,NonMember,NonAffiliate,AF,22516,0.05855,0.05855,0,1,0.000,0,0,
1,88972,5,MajorPurchase,815,Member,Affiliate,AC,33109,0.03305,0.03305,1,0,0.500,1,1,8
3,64201,4,HomeImprovement,769,NonMember,NonAffiliate,AE,31855,0.03847,0.03847,1,0,0.450,0,1,
4,65837,3,Medical,734,Member,Affiliate,AD,31593,0.04119,0.04119,1,0,0.500,0,1,
1,101346,5,MajorPurchase,849,Member,Affiliate,AF,57479,0.03200,0.03200,1,0,0.500,0,0,
2,66909,3,Medical,781,Member,NonAffiliate,AE,33500,0.03351,0.03351,1,0,0.550,0,1,
7,57637,2,DebtConsolidation,655,NonMember,NonAffiliate,AD,16567,0.05265,0.05265,0,1,0.000,0,0,
10,38106,6,HomeImprovement,633,Member,NonAffiliate,AH,20108,0.06185,0.06185,0,1,0.000,0,0,
6,64072,4,HomeImprovement,700,NonMember,NonAffiliate,AA,26570,0.04711,0.04711,0,1,0.000,0,0,
10,49727,6,MajorPurchase,630,Member,Affiliate,AA,15177,0.05811,0.05811,0,1,0.000,0,0,
8,60042,5,HomeImprovement,661,Member,NonAffiliate,AC,18418,0.05399,0.05399,1,0,0.550,1,0,9
5,72411,3,MajorPurchase,749,NonMember,Affiliate,AD,43142,0.04137,0.04137,0,1,0.000,0,0,
5,58559,4,HomeImprovement,703,Member,NonAffiliate,AI,24445,0.04781,0.04781,0,1,0.000,0,0,
3,68736,7,Auto,756,Member,Affiliate,AG,38179,0.04353,0.04353,0,1,0.000,0,0,
5,59654,4,Auto,681,Member,NonAffiliate,AF,22510,0.04827,0.04827,1,0,0.550,1,0,1
2,84270,6,HomeImprovement,830,NonMember,NonAffiliate,AF,48581,0.03623,0.03623,1,0,0.450,0,1,
1,97756,4,Medical,841,Member,Affiliate,AG,49517,0.03200,0.03200,1,0,0.500,1,1,6
1,99429,2,HomeImprovement,845,NonMember,Affiliate,AC,43784,0.03200,0.03200,1,0,0.400,0,1,
2,81738,7,MajorPurchase,796,Member,Affiliate,AH,41952,0.03935,0.03935,1,0,0.500,1,1,10
5,71122,2,Auto,712,Member,NonAffiliate,AF,19936,0.04417,0.04417,0,1,0.000,0,0,
4,81006,6,MajorPurchase,782,NonMember,NonAffiliate,AA,34042,0.04041,0.04041,1,0,0.450,1,1,10
1,85823,5,HomeImprovement,813,NonMember,Affiliate,AA,37009,0.03295,0.03295,1,0,0.400,0,0,
4,70622,3,Medical,712,Member,Affiliate,AD,26778,0.04301,0.04301,1,0,0.500,0,1,
10,31739,5,Medical,604,NonMember,Affiliate,AD,17600,0.06127,0.06127,0,1,0.000,0,0,
3,71202,4,Medical,760,Member,Affiliate,AE,45519,0.03591,0.03591,1,0,0.500,1,1,1
1,89778,2,Auto,816,Member,NonAffiliate,AG,45893,0.03200,0.03200,1,0,0.550,0,1,
1,98551,3,Auto,836,Member,Affiliate,AA,45460,0.03200,0.03200,1,0,0.500,0,1,
4,60247,6,MajorPurchase,751,Member,Affiliate,AF,30564,0.04283,0.04283,0,1,0.000,0,0,
10,49349,6,HomeImprovement,620,NonMember,NonAffiliate,AC,15771,0.06171,0.06171,0,1,0.000,0,0,
3,71460,3,Medical,750,Member,NonAffiliate,AC,29697,0.03949,0.03949,0,1,0.000,0,0,
2,80705,4,Medical,841,Member,NonAffiliate,AI,57951,0.03271,0.03271,1,0,0.550,1,1,2
2,80038,7,DebtConsolidation,780,Member,NonAffiliate,AE,50260,0.03819,0.03819,1,0,0.550,1,0,1
8,41698,6,Auto,620,NonMember,NonAffiliate,AA,11679,0.05861,0.05861,1,0,0.450,0,1,
6,52174,2,HomeImprovement,667,NonMember,NonAffiliate,AA,15184,0.04829,0.04829,1,0,0.450,0,1,
6,50476,3,Medical,650,Member,NonAffiliate,AI,16437,0.05295,0.05295,0,1,0.000,0,0,
4,61476,4,MajorPurchase,714,NonMember,NonAffiliate,AE,42756,0.04469,0.04469,1,0,0.450,1,1,1
8,48488,3,DebtConsolidation,615,NonMember,NonAffiliate,AA,25499,0.05671,0.05671,1,0,0.450,0,1,
6,66574,5,MajorPurchase,692,Member,NonAffiliate,AH,40309,0.05125,0.05125,1,0,0.550,0,1,
1,86671,5,MajorPurchase,824,Member,NonAffiliate,AI,56555,0.03427,0.03427,1,0,0.550,1,0,5
5,54429,4,HomeImprovement,709,NonMember,NonAffiliate,AF,41430,0.04739,0.04739,0,1,0.000,0,0,
2,87781,6,Medical,835,Member,NonAffiliate,AB,38174,0.03439,0.03439,1,0,0.550,1,1,2
1,99518,4,MajorPurchase,849,Member,NonAffiliate,AB,54314,0.03200,0.03200,1,0,0.550,1,1,2
4,60979,2,HomeImprovement,688,Member,NonAffiliate,AC,29256,0.04457,0.04457,1,0,0.550,0,1,
6,42154,6,MajorPurchase,659,Member,Affiliate,AC,32365,0.05333,0.05333,1,0,0.500,1,0,8
1,85102,4,Auto,808,NonMember,NonAffiliate,AB,33890,0.03375,0.03375,1,0,0.450,0,0,
5,56400,7,DebtConsolidation,728,Member,NonAffiliate,AD,21626,0.04855,0.04855,0,1,0.000,0,0,
2,90672,3,MajorPurchase,818,NonMember,NonAffiliate,AA,54459,0.03293,0.03293,1,0,0.450,0,1,
3,57589,6,HomeImprovement,725,Member,Affiliate,AE,25050,0.04195,0.04195,0,1,0.000,0,0,
6,44441,3,HomeImprovement,677,NonMember,NonAffiliate,AC,24149,0.05053,0.05053,1,0,0.450,1,1,5
1,91682,4,HomeImprovement,850,NonMember,Affiliate,AI,42098,0.03200,0.03200,1,0,0.400,0,0,
5,59063,2,DebtConsolidation,709,NonMember,NonAffiliate,AF,28450,0.04511,0.04511,0,1,0.000,0,0,
5,74118,3,DebtConsolidation,741,NonMember,Affiliate,AC,28733,0.04099,0.04099,1,0,0.400,0,1,
6,44883,4,HomeImprovement,680,NonMember,NonAffiliate,AI,23794,0.05157,0.05157,0,1,0.000,0,0,
6,50350,2,DebtConsolidation,645,Member,NonAffiliate,AB,30684,0.04943,0.04943,1,0,0.550,0,1,
8,39271,2,DebtConsolidation,639,NonMember,Affiliate,AH,28182,0.05455,0.05455,1,0,0.400,1,1,1
5,71996,2,Medical,718,Member,NonAffiliate,AF,41431,0.04399,0.04399,0,1,0.000,0,0,
8,46119,3,Auto,602,NonMember,NonAffiliate,AA,21647,0.05671,0.05671,1,0,0.450,1,1,7
1,82246,3,HomeImprovement,821,Member,Affiliate,AG,47603,0.03200,0.03200,1,0,0.500,1,1,8
5,64202,6,Medical,696,Member,Affiliate,AG,32754,0.04961,0.04961,1,0,0.500,0,1,
5,75264,5,MajorPurchase,758,NonMember,NonAffiliate,AH,26642,0.04609,0.04609,1,0,0.450,0,1,
2,78508,4,DebtConsolidation,766,Member,Affiliate,AI,28876,0.03803,0.03803,0,1,0.000,0,0,
1,94630,6,Auto,841,Member,NonAffiliate,AI,55171,0.03411,0.03411,1,0,0.550,0,1,
1,76943,7,DebtConsolidation,827,Member,NonAffiliate,AA,35808,0.03409,0.03409,1,0,0.550,0,1,
3,67165,5,HomeImprovement,763,Member,NonAffiliate,AG,43924,0.04081,0.04081,0,1,0.000,0,0,
8,45074,3,HomeImprovement,647,Member,NonAffiliate,AF,24522,0.05359,0.05359,1,0,0.550,1,1,7
7,46440,7,MajorPurchase,666,Member,NonAffiliate,AB,27222,0.05473,0.05473,0,1,0.000,0,0,
7,41723,6,HomeImprovement,660,NonMember,NonAffiliate,AH,21638,0.05633,0.05633,0,1,0.000,0,0,
6,58214,2,HomeImprovement,682,Member,NonAffiliate,AA,31163,0.04541,0.04541,0,1,0.000,0,0,
8,35793,5,DebtConsolidation,617,NonMember,NonAffiliate,AB,27789,0.05961,0.05961,1,0,0.450,1,1,9
5,65664,4,HomeImprovement,756,Member,NonAffiliate,AE,29694,0.04129,0.04129,1,0,0.550,1,1,3
8,45473,3,HomeImprovement,677,Member,NonAffiliate,AF,32023,0.05177,0.05177,1,0,0.550,0,1,
3,75015,3,Auto,780,Member,NonAffiliate,AA,45914,0.03475,0.03475,1,0,0.550,1,1,1
3,85896,7,Medical,790,Member,NonAffiliate,AE,39121,0.03931,0.03931,0,1,0.000,0,0,
8,39981,2,DebtConsolidation,602,Member,Affiliate,AD,23778,0.05461,0.05461,0,1,0.000,0,0,
6,54851,6,Medical,694,Member,NonAffiliate,AE,40257,0.04985,0.04985,0,1,0.000,0,0,
8,42361,7,Auto,657,NonMember,NonAffiliate,AF,25837,0.05939,0.05939,0,1,0.000,0,0,
3,66618,4,DebtConsolidation,776,Member,NonAffiliate,AI,29891,0.04053,0.04053,1,0,0.550,0,1,
9,48802,2,DebtConsolidation,632,NonMember,NonAffiliate,AC,12193,0.05591,0.05591,1,0,0.450,1,1,6
7,56347,4,DebtConsolidation,663,Member,Affiliate,AE,14253,0.04889,0.04889,1,0,0.500,1,0,10
6,54945,2,MajorPurchase,682,Member,NonAffiliate,AE,18901,0.04523,0.04523,1,0,0.550,1,1,7
4,76441,4,DebtConsolidation,771,Member,NonAffiliate,AI,35221,0.04147,0.04147,0,1,0.000,0,0,
10,41824,5,MajorPurchase,616,NonMember,NonAffiliate,AH,9597,0.06353,0.06353,0,1,0.000,0,0,
3,76663,5,Auto,766,Member,NonAffiliate,AA,27890,0.03903,0.03903,1,0,0.550,1,1,2
3,65148,7,Medical,746,Member,NonAffiliate,AG,34481,0.04503,0.04503,0,1,0.000,0,0,
6,48981,3,DebtConsolidation,696,Member,Affiliate,AB,20955,0.04567,0.04567,0,1,0.000,0,0,
4,61804,5,MajorPurchase,689,NonMember,NonAffiliate,AE,18815,0.04783,0.04783,1,0,0.450,0,0,
5,67185,3,MajorPurchase,740,NonMember,Affiliate,AH,36994,0.04213,0.04213,1,0,0.400,1,1,10
9,45509,7,DebtConsolidation,604,NonMember,NonAffiliate,AG,13645,0.06447,0.06447,1,0,0.450,1,1,7
6,47716,3,HomeImprovement,682,Member,Affiliate,AE,29270,0.04487,0.04487,0,1,0.000,0,0,
8,41812,3,MajorPurchase,650,Member,NonAffiliate,AI,23995,0.05489,0.05489,1,0,0.550,0,1,
2,89306,3,Auto,822,Member,NonAffiliate,AB,39505,0.03200,0.03200,1,0,0.550,0,0,
2,77387,7,Medical,804,Member,NonAffiliate,AH,30946,0.03915,0.03915,1,0,0.550,1,1,3
5,69920,7,Auto,709,Member,NonAffiliate,AG,22912,0.05061,0.05061,0,1,0.000,0,0,
3,70371,7,DebtConsolidation,768,NonMember,Affiliate,AC,34168,0.04197,0.04197,1,0,0.400,0,0,
5,59744,6,MajorPurchase,689,NonMember,Affiliate,AA,33487,0.04871,0.04871,1,0,0.400,0,1,
6,52749,5,HomeImprovement,649,NonMember,Affiliate,AH,19510,0.05445,0.05445,1,0,0.400,0,1,
2,86894,2,Auto,798,Member,NonAffiliate,AB,47904,0.03305,0.03305,0,1,0.000,0,0,
8,51479,6,DebtConsolidation,628,NonMember,NonAffiliate,AC,30019,0.05959,0.05959,1,0,0.450,1,1,5
2,78610,3,Medical,825,Member,NonAffiliate,AE,47953,0.03200,0.03200,1,0,0.550,1,1,6
3,64401,3,Auto,764,NonMember,Affiliate,AA,43232,0.03601,0.03601,1,0,0.400,0,1,
3,73756,2,Auto,728,NonMember,Affiliate,AC,38073,0.03949,0.03949,1,0,0.400,0,1,
2,73453,4,DebtConsolidation,793,Member,NonAffiliate,AD,31163,0.03661,0.03661,0,1,0.000,0,0,
5,61960,2,Auto,696,NonMember,NonAffiliate,AH,27001,0.04777,0.04777,1,0,0.450,1,0,2
8,35311,3,DebtConsolidation,634,Member,Affiliate,AD,31041,0.05399,0.05399,0,1,0.000,0,0,
6,59198,2,MajorPurchase,677,NonMember,Affiliate,AA,23320,0.04673,0.04673,1,0,0.400,0,0,
3,74466,4,Medical,767,NonMember,NonAffiliate,AG,30686,0.04067,0.04067,1,0,0.450,0,1,
5,60479,6,DebtConsolidation,718,NonMember,NonAffiliate,AD,31368,0.05005,0.05005,1,0,0.450,0,1,
8,45701,6,DebtConsolidation,664,Member,NonAffiliate,AG,17452,0.05599,0.05599,0,1,0.000,0,0,
2,69467,6,Medical,785,Member,NonAffiliate,AD,48479,0.03895,0.03895,1,0,0.550,0,0,
8,43854,4,MajorPurchase,668,NonMember,NonAffiliate,AD,22738,0.05423,0.05423,1,0,0.450,1,1,3
5,67960,3,Auto,738,NonMember,Affiliate,AB,44204,0.04203,0.04203,0,1,0.000,0,0,
4,69114,2,Auto,770,Member,NonAffiliate,AI,30999,0.03907,0.03907,0,1,0.000,0,0,
1,91034,4,MajorPurchase,811,Member,NonAffiliate,AF,36454,0.03365,0.03365,1,0,0.550,1,1,3
2,92923,3,Medical,842,NonMember,NonAffiliate,AF,48541,0.03200,0.03200,1,0,0.450,1,1,5
2,80800,4,Medical,841,Member,Affiliate,AE,50979,0.03200,0.03200,1,0,0.500,1,1,9
2,86408,5,Medical,816,Member,Affiliate,AD,48767,0.03449,0.03449,1,0,0.500,1,1,4
4,69390,7,Medical,761,Member,NonAffiliate,AC,28790,0.04353,0.04353,1,0,0.550,0,1,
5,55663,6,Medical,707,NonMember,NonAffiliate,AH,28130,0.05081,0.05081,0,1,0.000,0,0,
1,94253,5,MajorPurchase,842,Member,Affiliate,AB,52878,0.03200,0.03200,1,0,0.500,0,1,
2,82543,6,Medical,792,NonMember,NonAffiliate,AH,37333,0.04071,0.04071,1,0,0.450,1,1,5
4,78720,5,HomeImprovement,782,Member,NonAffiliate,AA,43790,0.03815,0.03815,1,0,0.550,0,1,
7,43495,3,Auto,662,Member,Affiliate,AG,19160,0.04989,0.04989,0,1,0.000,0,0,
2,86821,3,Auto,814,NonMember,NonAffiliate,AF,42156,0.03439,0.03439,1,0,0.450,1,1,7
4,62896,3,DebtConsolidation,701,Member,NonAffiliate,AA,40840,0.04279,0.04279,1,0,0.550,1,0,4
8,42269,7,Medical,620,NonMember,Affiliate,AD,30070,0.05979,0.05979,0,1,0.000,0,0,
4,71320,2,Auto,774,Member,NonAffiliate,AI,39858,0.03907,0.03907,1,0,0.550,1,0,9
1,95027,6,DebtConsolidation,843,Member,NonAffiliate,AA,37911,0.03200,0.03200,1,0,0.550,1,1,3
8,47134,2,Auto,613,NonMember,NonAffiliate,AA,20183,0.05551,0.05551,0,1,0.000,0,0,
8,52756,6,MajorPurchase,640,Member,Affiliate,AC,19137,0.05545,0.05545,0,1,0.000,0,0,
4,64105,3,Medical,758,NonMember,NonAffiliate,AF,34532,0.04173,0.04173,0,1,0.000,0,0,
1,93417,3,Auto,834,NonMember,NonAffiliate,AC,50439,0.03200,0.03200,1,0,0.450,1,0,7
6,66434,2,HomeImprovement,703,Member,Affiliate,AD,29901,0.04381,0.04381,0,1,0.000,0,0,
6,56020,3,Auto,670,Member,NonAffiliate,AB,36447,0.04887,0.04887,1,0,0.550,0,1,
7,54385,3,HomeImprovement,656,Member,Affiliate,AB,33066,0.05013,0.05013,1,0,0.500,0,1,
5,73149,2,Auto,749,Member,Affiliate,AA,45211,0.03757,0.03757,1,0,0.500,0,0,
3,74931,6,MajorPurchase,793,NonMember,Affiliate,AB,46782,0.03835,0.03835,1,0,0.400,0,1,
2,78283,4,DebtConsolidation,783,Member,NonAffiliate,AG,49513,0.03685,0.03685,1,0,0.550,1,1,4
5,70079,2,Auto,715,NonMember,NonAffiliate,AI,25558,0.04641,0.04641,1,0,0.450,0,1,
3,63502,4,HomeImprovement,758,NonMember,NonAffiliate,AI,34779,0.04323,0.04323,1,0,0.450,1,1,5
7,39625,4,Medical,654,Member,NonAffiliate,AI,21974,0.05509,0.05509,0,1,0.000,0,0,
8,56056,7,Auto,664,Member,NonAffiliate,AF,25554,0.05663,0.05663,1,0,0.550,1,1,5
6,49841,5,MajorPurchase,648,Member,Affiliate,AA,19450,0.05115,0.05115,1,0,0.500,0,0,
10,29822,5,MajorPurchase,611,NonMember,Affiliate,AD,25125,0.06121,0.06121,0,1,0.000,0,0,
6,64130,3,MajorPurchase,708,Member,Affiliate,AD,42646,0.04489,0.04489,1,0,0.500,1,1,3
5,50605,2,DebtConsolidation,703,NonMember,NonAffiliate,AD,22213,0.04531,0.04531,1,0,0.450,1,1,7
